
0it [00:00, ?it/s]
236it [02:43,  7.40it/s, bound:0 nc:  2 ncall:1.3e+03 eff:18.4% logz-ratio=4.49+/-0.06 dlogz:5.291>0.1]
237it [02:43,  7.97it/s, bound:0 nc:  1 ncall:1.3e+03 eff:18.5% logz-ratio=4.50+/-0.06 dlogz:5.281>0.1]
238it [02:43,  8.15it/s, bound:0 nc:  1 ncall:1.3e+03 eff:18.6% logz-ratio=4.51+/-0.06 dlogz:5.272>0.1]
239it [02:43,  7.71it/s, bound:0 nc:  1 ncall:1.3e+03 eff:18.6% logz-ratio=4.52+/-0.06 dlogz:5.262>0.1]
240it [02:43,  8.27it/s, bound:0 nc:  1 ncall:1.3e+03 eff:18.7% logz-ratio=4.53+/-0.06 dlogz:5.253>0.1]
242it [02:43,  9.29it/s, bound:0 nc:  1 ncall:1.3e+03 eff:18.8% logz-ratio=4.55+/-0.06 dlogz:5.234>0.1]
244it [02:44,  8.37it/s, bound:0 nc:  2 ncall:1.3e+03 eff:18.9% logz-ratio=4.56+/-0.06 dlogz:5.215>0.1]
245it [02:44,  8.80it/s, bound:0 nc:  1 ncall:1.3e+03 eff:19.0% logz-ratio=4.57+/-0.06 dlogz:5.206>0.1]
247it [02:44,  9.55it/s, bound:0 nc:  1 ncall:1.3e+03 eff:19.1% logz-ratio=4.59+/-0.06 dlogz:5.188>0.1]
249it [02:44,  9.39it/s, bound:0 nc:  1 ncall:1.3e+03 eff:19.2% logz-ratio=4.60+/-0.06 dlogz:5.170>0.1]
250it [02:44,  7.40it/s, bound:0 nc:  2 ncall:1.3e+03 eff:19.3% logz-ratio=4.61+/-0.06 dlogz:5.161>0.1]
252it [02:44,  8.28it/s, bound:0 nc:  1 ncall:1.3e+03 eff:19.4% logz-ratio=4.63+/-0.06 dlogz:5.143>0.1]
254it [02:45,  8.94it/s, bound:0 nc:  1 ncall:1.3e+03 eff:19.5% logz-ratio=4.64+/-0.06 dlogz:5.125>0.1]
256it [02:45,  9.53it/s, bound:0 nc:  1 ncall:1.3e+03 eff:19.6% logz-ratio=4.66+/-0.06 dlogz:5.108>0.1]
258it [02:45,  9.75it/s, bound:0 nc:  1 ncall:1.3e+03 eff:19.8% logz-ratio=4.67+/-0.06 dlogz:5.090>0.1]
260it [02:45, 10.65it/s, bound:0 nc:  1 ncall:1.3e+03 eff:19.9% logz-ratio=4.69+/-0.06 dlogz:5.073>0.1]
262it [02:45, 10.95it/s, bound:0 nc:  1 ncall:1.3e+03 eff:20.0% logz-ratio=4.70+/-0.06 dlogz:5.056>0.1]
264it [02:46,  7.86it/s, bound:0 nc:  1 ncall:1.3e+03 eff:20.1% logz-ratio=4.72+/-0.06 dlogz:5.039>0.1]
265it [02:46,  7.13it/s, bound:0 nc:  2 ncall:1.3e+03 eff:20.1% logz-ratio=4.73+/-0.06 dlogz:5.031>0.1]
267it [02:46,  8.13it/s, bound:0 nc:  1 ncall:1.3e+03 eff:20.3% logz-ratio=4.74+/-0.06 dlogz:5.014>0.1]
269it [02:46,  8.00it/s, bound:0 nc:  2 ncall:1.3e+03 eff:20.4% logz-ratio=4.75+/-0.06 dlogz:4.998>0.1]
271it [02:47,  7.30it/s, bound:0 nc:  3 ncall:1.3e+03 eff:20.5% logz-ratio=4.77+/-0.06 dlogz:4.982>0.1]
272it [02:47,  7.02it/s, bound:0 nc:  2 ncall:1.3e+03 eff:20.5% logz-ratio=4.78+/-0.06 dlogz:4.974>0.1]
274it [02:47,  7.82it/s, bound:0 nc:  1 ncall:1.3e+03 eff:20.6% logz-ratio=4.79+/-0.06 dlogz:4.958>0.1]
276it [02:47,  7.66it/s, bound:0 nc:  2 ncall:1.3e+03 eff:20.7% logz-ratio=4.80+/-0.06 dlogz:4.942>0.1]
278it [02:47,  8.26it/s, bound:0 nc:  1 ncall:1.3e+03 eff:20.8% logz-ratio=4.82+/-0.06 dlogz:4.926>0.1]
279it [02:48,  8.60it/s, bound:0 nc:  1 ncall:1.3e+03 eff:20.9% logz-ratio=4.82+/-0.06 dlogz:4.919>0.1]
281it [02:48,  8.29it/s, bound:0 nc:  2 ncall:1.3e+03 eff:21.0% logz-ratio=4.84+/-0.06 dlogz:4.903>0.1]
283it [02:48,  8.12it/s, bound:0 nc:  2 ncall:1.3e+03 eff:21.1% logz-ratio=4.85+/-0.06 dlogz:4.888>0.1]
285it [02:48,  8.84it/s, bound:0 nc:  1 ncall:1.3e+03 eff:21.2% logz-ratio=4.87+/-0.06 dlogz:4.872>0.1]
287it [02:48,  9.47it/s, bound:0 nc:  1 ncall:1.3e+03 eff:21.3% logz-ratio=4.88+/-0.06 dlogz:4.857>0.1]
289it [02:49,  9.98it/s, bound:0 nc:  1 ncall:1.3e+03 eff:21.5% logz-ratio=4.89+/-0.06 dlogz:4.841>0.1]
291it [02:49,  8.94it/s, bound:0 nc:  2 ncall:1.4e+03 eff:21.6% logz-ratio=4.91+/-0.06 dlogz:4.826>0.1]
293it [02:49,  9.52it/s, bound:0 nc:  1 ncall:1.4e+03 eff:21.7% logz-ratio=4.92+/-0.06 dlogz:4.811>0.1]
295it [02:49,  9.83it/s, bound:0 nc:  1 ncall:1.4e+03 eff:21.8% logz-ratio=4.93+/-0.06 dlogz:4.796>0.1]
297it [02:49, 10.37it/s, bound:0 nc:  1 ncall:1.4e+03 eff:21.9% logz-ratio=4.94+/-0.06 dlogz:4.781>0.1]
299it [02:50,  9.46it/s, bound:0 nc:  2 ncall:1.4e+03 eff:22.0% logz-ratio=4.96+/-0.06 dlogz:4.766>0.1]
301it [02:50, 10.01it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.1% logz-ratio=4.97+/-0.06 dlogz:4.751>0.1]
303it [02:50,  9.00it/s, bound:0 nc:  2 ncall:1.4e+03 eff:22.2% logz-ratio=4.98+/-0.06 dlogz:4.737>0.1]
305it [02:51,  7.03it/s, bound:0 nc:  4 ncall:1.4e+03 eff:22.3% logz-ratio=5.00+/-0.06 dlogz:4.722>0.1]
306it [02:51,  3.97it/s, bound:0 nc:  6 ncall:1.4e+03 eff:22.3% logz-ratio=5.00+/-0.06 dlogz:4.715>0.1]
307it [02:51,  4.38it/s, bound:0 nc:  2 ncall:1.4e+03 eff:22.3% logz-ratio=5.01+/-0.06 dlogz:4.708>0.1]
309it [02:52,  4.60it/s, bound:0 nc:  3 ncall:1.4e+03 eff:22.4% logz-ratio=5.02+/-0.06 dlogz:4.693>0.1]
310it [02:52,  5.28it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.4% logz-ratio=5.03+/-0.06 dlogz:4.686>0.1]
311it [02:52,  6.11it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.5% logz-ratio=5.03+/-0.06 dlogz:4.679>0.1]
312it [02:52,  6.89it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.5% logz-ratio=5.04+/-0.06 dlogz:4.672>0.1]
313it [02:52,  7.52it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.6% logz-ratio=5.05+/-0.06 dlogz:4.665>0.1]
314it [02:52,  8.12it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.7% logz-ratio=5.05+/-0.06 dlogz:4.658>0.1]
315it [02:52,  8.48it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.7% logz-ratio=5.06+/-0.06 dlogz:4.651>0.1]
316it [02:52,  8.46it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.8% logz-ratio=5.06+/-0.06 dlogz:4.644>0.1]
317it [02:53,  8.77it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.8% logz-ratio=5.07+/-0.06 dlogz:4.637>0.1]
318it [02:53,  8.72it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.9% logz-ratio=5.08+/-0.06 dlogz:4.630>0.1]
319it [02:53,  9.04it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.9% logz-ratio=5.08+/-0.06 dlogz:4.623>0.1]
320it [02:53,  9.09it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.0% logz-ratio=5.09+/-0.06 dlogz:4.616>0.1]
321it [02:53,  7.56it/s, bound:0 nc:  2 ncall:1.4e+03 eff:23.0% logz-ratio=5.09+/-0.06 dlogz:4.609>0.1]
322it [02:53,  8.07it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.1% logz-ratio=5.10+/-0.06 dlogz:4.602>0.1]
323it [02:53,  8.53it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.1% logz-ratio=5.11+/-0.06 dlogz:4.596>0.1]
324it [02:53,  8.67it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.2% logz-ratio=5.11+/-0.06 dlogz:4.589>0.1]
325it [02:54,  7.30it/s, bound:0 nc:  2 ncall:1.4e+03 eff:23.2% logz-ratio=5.12+/-0.06 dlogz:4.582>0.1]
327it [02:54,  7.97it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.3% logz-ratio=5.13+/-0.06 dlogz:4.568>0.1]
328it [02:54,  8.36it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.4% logz-ratio=5.13+/-0.06 dlogz:4.562>0.1]
330it [02:54,  8.88it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.5% logz-ratio=5.15+/-0.06 dlogz:4.548>0.1]
332it [02:54,  9.44it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.6% logz-ratio=5.16+/-0.06 dlogz:4.535>0.1]
333it [02:54,  9.43it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.7% logz-ratio=5.16+/-0.06 dlogz:4.528>0.1]
334it [02:55,  7.51it/s, bound:0 nc:  2 ncall:1.4e+03 eff:23.7% logz-ratio=5.17+/-0.06 dlogz:4.522>0.1]
335it [02:55,  7.98it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.8% logz-ratio=5.17+/-0.06 dlogz:4.515>0.1]
336it [02:55,  8.23it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.8% logz-ratio=5.18+/-0.06 dlogz:4.508>0.1]
337it [02:55,  7.14it/s, bound:0 nc:  2 ncall:1.4e+03 eff:23.8% logz-ratio=5.19+/-0.06 dlogz:4.502>0.1]
338it [02:55,  5.47it/s, bound:0 nc:  3 ncall:1.4e+03 eff:23.9% logz-ratio=5.19+/-0.06 dlogz:4.495>0.1]
340it [02:55,  6.41it/s, bound:0 nc:  1 ncall:1.4e+03 eff:24.0% logz-ratio=5.20+/-0.06 dlogz:4.483>0.1]
341it [02:56,  5.85it/s, bound:0 nc:  2 ncall:1.4e+03 eff:24.0% logz-ratio=5.21+/-0.06 dlogz:4.476>0.1]
342it [02:56,  5.89it/s, bound:0 nc:  2 ncall:1.4e+03 eff:24.1% logz-ratio=5.21+/-0.06 dlogz:4.470>0.1]
344it [02:56,  6.84it/s, bound:0 nc:  1 ncall:1.4e+03 eff:24.2% logz-ratio=5.22+/-0.06 dlogz:4.457>0.1]
346it [02:56,  7.82it/s, bound:0 nc:  1 ncall:1.4e+03 eff:24.3% logz-ratio=5.23+/-0.06 dlogz:4.444>0.1]
348it [02:56,  7.62it/s, bound:0 nc:  2 ncall:1.4e+03 eff:24.4% logz-ratio=5.25+/-0.06 dlogz:4.432>0.1]
349it [02:57,  6.55it/s, bound:0 nc:  2 ncall:1.4e+03 eff:24.4% logz-ratio=5.25+/-0.06 dlogz:4.425>0.1]
351it [02:57,  7.48it/s, bound:0 nc:  1 ncall:1.4e+03 eff:24.5% logz-ratio=5.26+/-0.06 dlogz:4.413>0.1]
353it [02:57,  8.19it/s, bound:0 nc:  1 ncall:1.4e+03 eff:24.6% logz-ratio=5.27+/-0.06 dlogz:4.400>0.1]
354it [02:57,  8.47it/s, bound:0 nc:  1 ncall:1.4e+03 eff:24.7% logz-ratio=5.28+/-0.06 dlogz:4.394>0.1]
356it [02:57,  7.95it/s, bound:0 nc:  2 ncall:1.4e+03 eff:24.7% logz-ratio=5.29+/-0.06 dlogz:4.382>0.1]
357it [02:57,  8.46it/s, bound:0 nc:  1 ncall:1.4e+03 eff:24.8% logz-ratio=5.29+/-0.06 dlogz:4.376>0.1]
359it [02:58,  9.05it/s, bound:0 nc:  1 ncall:1.4e+03 eff:24.9% logz-ratio=5.30+/-0.06 dlogz:4.364>0.1]
360it [02:58,  7.55it/s, bound:0 nc:  2 ncall:1.4e+03 eff:24.9% logz-ratio=5.31+/-0.06 dlogz:4.357>0.1]
361it [02:58,  6.59it/s, bound:0 nc:  2 ncall:1.4e+03 eff:25.0% logz-ratio=5.31+/-0.06 dlogz:4.351>0.1]
362it [02:58,  6.74it/s, bound:0 nc:  1 ncall:1.4e+03 eff:25.0% logz-ratio=5.32+/-0.06 dlogz:4.345>0.1]
363it [02:59,  4.64it/s, bound:0 nc:  3 ncall:1.4e+03 eff:25.0% logz-ratio=5.32+/-0.06 dlogz:4.339>0.1]
364it [02:59,  5.35it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.1% logz-ratio=5.33+/-0.06 dlogz:4.333>0.1]
366it [02:59,  6.29it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.2% logz-ratio=5.34+/-0.06 dlogz:4.321>0.1]
367it [02:59,  7.04it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.2% logz-ratio=5.35+/-0.06 dlogz:4.315>0.1]
368it [02:59,  7.61it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.3% logz-ratio=5.35+/-0.06 dlogz:4.308>0.1]
370it [02:59,  8.48it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.4% logz-ratio=5.36+/-0.05 dlogz:4.296>0.1]
372it [02:59,  9.07it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.5% logz-ratio=5.37+/-0.05 dlogz:4.284>0.1]
373it [03:00,  9.33it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.5% logz-ratio=5.38+/-0.05 dlogz:4.278>0.1]
374it [03:00,  8.60it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.6% logz-ratio=5.38+/-0.05 dlogz:4.272>0.1]
375it [03:00,  8.75it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.6% logz-ratio=5.39+/-0.05 dlogz:4.266>0.1]
376it [03:00,  6.57it/s, bound:0 nc:  3 ncall:1.5e+03 eff:25.7% logz-ratio=5.39+/-0.05 dlogz:4.260>0.1]
377it [03:00,  6.42it/s, bound:0 nc:  2 ncall:1.5e+03 eff:25.7% logz-ratio=5.40+/-0.05 dlogz:4.254>0.1]
379it [03:00,  7.33it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.8% logz-ratio=5.41+/-0.05 dlogz:4.242>0.1]
381it [03:01,  7.47it/s, bound:0 nc:  2 ncall:1.5e+03 eff:25.9% logz-ratio=5.42+/-0.05 dlogz:4.231>0.1]
382it [03:01,  7.92it/s, bound:0 nc:  1 ncall:1.5e+03 eff:25.9% logz-ratio=5.42+/-0.05 dlogz:4.225>0.1]
383it [03:01,  6.35it/s, bound:0 nc:  1 ncall:1.5e+03 eff:26.0% logz-ratio=5.43+/-0.05 dlogz:4.219>0.1]
384it [03:01,  6.61it/s, bound:0 nc:  1 ncall:1.5e+03 eff:26.0% logz-ratio=5.43+/-0.05 dlogz:4.213>0.1]
386it [03:01,  7.69it/s, bound:0 nc:  1 ncall:1.5e+03 eff:26.1% logz-ratio=5.44+/-0.05 dlogz:4.201>0.1]
388it [03:01,  7.81it/s, bound:0 nc:  2 ncall:1.5e+03 eff:26.2% logz-ratio=5.45+/-0.05 dlogz:4.190>0.1]
389it [03:02,  5.41it/s, bound:0 nc:  4 ncall:1.5e+03 eff:26.2% logz-ratio=5.46+/-0.05 dlogz:4.184>0.1]
390it [03:02,  4.94it/s, bound:0 nc:  3 ncall:1.5e+03 eff:26.2% logz-ratio=5.46+/-0.05 dlogz:4.178>0.1]
392it [03:02,  6.03it/s, bound:0 nc:  1 ncall:1.5e+03 eff:26.3% logz-ratio=5.47+/-0.05 dlogz:4.166>0.1]
393it [03:02,  6.08it/s, bound:0 nc:  2 ncall:1.5e+03 eff:26.4% logz-ratio=5.47+/-0.05 dlogz:4.161>0.1]
394it [03:03,  5.99it/s, bound:0 nc:  2 ncall:1.5e+03 eff:26.4% logz-ratio=5.48+/-0.05 dlogz:4.155>0.1]
396it [03:03,  6.09it/s, bound:0 nc:  3 ncall:1.5e+03 eff:26.5% logz-ratio=5.49+/-0.05 dlogz:4.144>0.1]
397it [03:03,  6.02it/s, bound:0 nc:  2 ncall:1.5e+03 eff:26.5% logz-ratio=5.49+/-0.05 dlogz:4.138>0.1]
399it [03:04,  5.34it/s, bound:0 nc:  5 ncall:1.5e+03 eff:26.5% logz-ratio=5.50+/-0.05 dlogz:4.127>0.1]
401it [03:04,  6.45it/s, bound:0 nc:  1 ncall:1.5e+03 eff:26.6% logz-ratio=5.51+/-0.05 dlogz:4.115>0.1]
403it [03:04,  7.51it/s, bound:0 nc:  1 ncall:1.5e+03 eff:26.7% logz-ratio=5.52+/-0.05 dlogz:4.104>0.1]
405it [03:04,  8.40it/s, bound:0 nc:  1 ncall:1.5e+03 eff:26.8% logz-ratio=5.53+/-0.05 dlogz:4.093>0.1]
407it [03:04,  8.26it/s, bound:0 nc:  2 ncall:1.5e+03 eff:26.9% logz-ratio=5.54+/-0.05 dlogz:4.082>0.1]
409it [03:04,  8.99it/s, bound:0 nc:  1 ncall:1.5e+03 eff:27.0% logz-ratio=5.55+/-0.05 dlogz:4.071>0.1]
411it [03:05,  9.61it/s, bound:0 nc:  1 ncall:1.5e+03 eff:27.1% logz-ratio=5.56+/-0.05 dlogz:4.060>0.1]
413it [03:05, 10.11it/s, bound:0 nc:  1 ncall:1.5e+03 eff:27.2% logz-ratio=5.57+/-0.05 dlogz:4.049>0.1]
415it [03:05,  7.75it/s, bound:0 nc:  1 ncall:1.5e+03 eff:27.2% logz-ratio=5.58+/-0.05 dlogz:4.038>0.1]
417it [03:05,  8.02it/s, bound:0 nc:  2 ncall:1.5e+03 eff:27.3% logz-ratio=5.59+/-0.05 dlogz:4.028>0.1]
418it [03:06,  7.55it/s, bound:0 nc:  2 ncall:1.5e+03 eff:27.3% logz-ratio=5.59+/-0.05 dlogz:4.022>0.1]
420it [03:06,  8.58it/s, bound:0 nc:  1 ncall:1.5e+03 eff:27.4% logz-ratio=5.60+/-0.05 dlogz:4.012>0.1]
422it [03:06,  9.46it/s, bound:0 nc:  1 ncall:1.5e+03 eff:27.5% logz-ratio=5.61+/-0.05 dlogz:4.001>0.1]
424it [03:06, 10.15it/s, bound:0 nc:  1 ncall:1.5e+03 eff:27.6% logz-ratio=5.62+/-0.05 dlogz:3.990>0.1]
426it [03:06, 10.78it/s, bound:0 nc:  1 ncall:1.5e+03 eff:27.7% logz-ratio=5.63+/-0.05 dlogz:3.980>0.1]
428it [03:06, 10.11it/s, bound:0 nc:  2 ncall:1.5e+03 eff:27.8% logz-ratio=5.63+/-0.05 dlogz:3.969>0.1]
430it [03:07,  7.93it/s, bound:0 nc:  3 ncall:1.5e+03 eff:27.8% logz-ratio=5.64+/-0.05 dlogz:3.959>0.1]
431it [03:07,  7.31it/s, bound:0 nc:  2 ncall:1.5e+03 eff:27.8% logz-ratio=5.65+/-0.05 dlogz:3.954>0.1]
433it [03:07,  8.29it/s, bound:0 nc:  1 ncall:1.6e+03 eff:27.9% logz-ratio=5.66+/-0.05 dlogz:3.943>0.1]
434it [03:07,  7.47it/s, bound:0 nc:  2 ncall:1.6e+03 eff:28.0% logz-ratio=5.66+/-0.05 dlogz:3.938>0.1]
436it [03:08,  7.47it/s, bound:0 nc:  2 ncall:1.6e+03 eff:28.0% logz-ratio=5.67+/-0.05 dlogz:3.928>0.1]
437it [03:08,  8.04it/s, bound:0 nc:  1 ncall:1.6e+03 eff:28.1% logz-ratio=5.67+/-0.05 dlogz:3.923>0.1]
439it [03:08,  8.86it/s, bound:0 nc:  1 ncall:1.6e+03 eff:28.2% logz-ratio=5.68+/-0.05 dlogz:3.912>0.1]
441it [03:08,  9.50it/s, bound:0 nc:  1 ncall:1.6e+03 eff:28.3% logz-ratio=5.69+/-0.05 dlogz:3.902>0.1]
443it [03:08,  8.22it/s, bound:0 nc:  3 ncall:1.6e+03 eff:28.3% logz-ratio=5.70+/-0.05 dlogz:3.892>0.1]
444it [03:09,  5.92it/s, bound:0 nc:  3 ncall:1.6e+03 eff:28.3% logz-ratio=5.70+/-0.05 dlogz:3.887>0.1]
446it [03:09,  6.68it/s, bound:0 nc:  1 ncall:1.6e+03 eff:28.4% logz-ratio=5.71+/-0.05 dlogz:3.877>0.1]
447it [03:09,  5.89it/s, bound:0 nc:  2 ncall:1.6e+03 eff:28.5% logz-ratio=5.71+/-0.05 dlogz:3.872>0.1]
449it [03:09,  5.74it/s, bound:0 nc:  3 ncall:1.6e+03 eff:28.5% logz-ratio=5.72+/-0.05 dlogz:3.862>0.1]
451it [03:10,  5.17it/s, bound:0 nc:  4 ncall:1.6e+03 eff:28.5% logz-ratio=5.73+/-0.05 dlogz:3.852>0.1]
452it [03:10,  5.45it/s, bound:0 nc:  2 ncall:1.6e+03 eff:28.6% logz-ratio=5.74+/-0.05 dlogz:3.846>0.1]
453it [03:10,  5.97it/s, bound:0 nc:  1 ncall:1.6e+03 eff:28.6% logz-ratio=5.74+/-0.05 dlogz:3.841>0.1]
454it [03:10,  6.74it/s, bound:0 nc:  1 ncall:1.6e+03 eff:28.7% logz-ratio=5.74+/-0.05 dlogz:3.836>0.1]
455it [03:10,  6.26it/s, bound:0 nc:  2 ncall:1.6e+03 eff:28.7% logz-ratio=5.75+/-0.05 dlogz:3.831>0.1]
456it [03:11,  7.05it/s, bound:0 nc:  1 ncall:1.6e+03 eff:28.7% logz-ratio=5.75+/-0.05 dlogz:3.826>0.1]
458it [03:11,  7.03it/s, bound:0 nc:  2 ncall:1.6e+03 eff:28.8% logz-ratio=5.76+/-0.05 dlogz:3.816>0.1]
459it [03:11,  7.55it/s, bound:0 nc:  1 ncall:1.6e+03 eff:28.8% logz-ratio=5.76+/-0.05 dlogz:3.811>0.1]
460it [03:11,  7.95it/s, bound:0 nc:  1 ncall:1.6e+03 eff:28.9% logz-ratio=5.77+/-0.05 dlogz:3.806>0.1]
462it [03:11,  8.62it/s, bound:0 nc:  1 ncall:1.6e+03 eff:29.0% logz-ratio=5.78+/-0.05 dlogz:3.796>0.1]
463it [03:11,  8.99it/s, bound:0 nc:  1 ncall:1.6e+03 eff:29.0% logz-ratio=5.78+/-0.05 dlogz:3.791>0.1]
464it [03:12,  7.75it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.1% logz-ratio=5.79+/-0.05 dlogz:3.786>0.1]
465it [03:12,  7.07it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.1% logz-ratio=5.79+/-0.05 dlogz:3.781>0.1]
466it [03:12,  6.70it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.1% logz-ratio=5.79+/-0.05 dlogz:3.776>0.1]
467it [03:12,  6.32it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.1% logz-ratio=5.80+/-0.05 dlogz:3.771>0.1]
468it [03:12,  6.17it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.2% logz-ratio=5.80+/-0.05 dlogz:3.766>0.1]
469it [03:12,  6.02it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.2% logz-ratio=5.81+/-0.05 dlogz:3.761>0.1]
471it [03:13,  7.03it/s, bound:0 nc:  1 ncall:1.6e+03 eff:29.3% logz-ratio=5.81+/-0.05 dlogz:3.751>0.1]
473it [03:13,  7.72it/s, bound:0 nc:  1 ncall:1.6e+03 eff:29.4% logz-ratio=5.82+/-0.05 dlogz:3.741>0.1]
475it [03:13,  7.68it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.4% logz-ratio=5.83+/-0.05 dlogz:3.732>0.1]
477it [03:13,  6.38it/s, bound:0 nc:  4 ncall:1.6e+03 eff:29.5% logz-ratio=5.84+/-0.05 dlogz:3.722>0.1]
478it [03:14,  5.35it/s, bound:0 nc:  3 ncall:1.6e+03 eff:29.5% logz-ratio=5.84+/-0.05 dlogz:3.717>0.1]
480it [03:14,  5.53it/s, bound:0 nc:  3 ncall:1.6e+03 eff:29.5% logz-ratio=5.85+/-0.05 dlogz:3.708>0.1]
481it [03:14,  4.79it/s, bound:0 nc:  3 ncall:1.6e+03 eff:29.5% logz-ratio=5.85+/-0.05 dlogz:3.703>0.1]
482it [03:15,  3.68it/s, bound:0 nc:  5 ncall:1.6e+03 eff:29.5% logz-ratio=5.86+/-0.05 dlogz:3.698>0.1]
483it [03:15,  3.43it/s, bound:0 nc:  4 ncall:1.6e+03 eff:29.5% logz-ratio=5.86+/-0.05 dlogz:3.693>0.1]
485it [03:15,  4.10it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.6% logz-ratio=5.87+/-0.05 dlogz:3.683>0.1]
487it [03:16,  4.79it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.6% logz-ratio=5.88+/-0.05 dlogz:3.674>0.1]
488it [03:16,  5.06it/s, bound:0 nc:  2 ncall:1.6e+03 eff:29.6% logz-ratio=5.88+/-0.05 dlogz:3.669>0.1]
490it [03:16,  5.99it/s, bound:0 nc:  1 ncall:1.6e+03 eff:29.7% logz-ratio=5.89+/-0.05 dlogz:3.660>0.1]
491it [03:16,  4.07it/s, bound:0 nc:  5 ncall:1.7e+03 eff:29.7% logz-ratio=5.89+/-0.05 dlogz:3.655>0.1]
493it [03:17,  5.05it/s, bound:0 nc:  1 ncall:1.7e+03 eff:29.8% logz-ratio=5.90+/-0.05 dlogz:3.646>0.1]
495it [03:17,  5.63it/s, bound:0 nc:  2 ncall:1.7e+03 eff:29.9% logz-ratio=5.91+/-0.05 dlogz:3.636>0.1]
496it [03:17,  4.72it/s, bound:0 nc:  2 ncall:1.7e+03 eff:29.9% logz-ratio=5.91+/-0.05 dlogz:3.632>0.1]
497it [03:17,  4.46it/s, bound:0 nc:  3 ncall:1.7e+03 eff:29.9% logz-ratio=5.91+/-0.05 dlogz:3.627>0.1]
498it [03:18,  4.55it/s, bound:0 nc:  2 ncall:1.7e+03 eff:29.9% logz-ratio=5.92+/-0.05 dlogz:3.622>0.1]
499it [03:18,  4.46it/s, bound:0 nc:  2 ncall:1.7e+03 eff:29.9% logz-ratio=5.92+/-0.05 dlogz:3.618>0.1]
500it [03:18,  3.13it/s, bound:0 nc:  5 ncall:1.7e+03 eff:29.9% logz-ratio=5.93+/-0.05 dlogz:3.613>0.1]
501it [03:19,  3.09it/s, bound:0 nc:  3 ncall:1.7e+03 eff:29.9% logz-ratio=5.93+/-0.05 dlogz:3.608>0.1]
502it [03:19,  3.58it/s, bound:0 nc:  1 ncall:1.7e+03 eff:30.0% logz-ratio=5.93+/-0.05 dlogz:3.604>0.1]
503it [03:19,  4.35it/s, bound:0 nc:  1 ncall:1.7e+03 eff:30.0% logz-ratio=5.94+/-0.05 dlogz:3.599>0.1]
504it [03:19,  3.99it/s, bound:0 nc:  3 ncall:1.7e+03 eff:30.0% logz-ratio=5.94+/-0.05 dlogz:3.594>0.1]
505it [03:19,  4.49it/s, bound:0 nc:  1 ncall:1.7e+03 eff:30.0% logz-ratio=5.94+/-0.05 dlogz:3.590>0.1]
506it [03:20,  3.21it/s, bound:0 nc:  4 ncall:1.7e+03 eff:30.0% logz-ratio=5.95+/-0.05 dlogz:3.585>0.1]
507it [03:20,  3.90it/s, bound:0 nc:  1 ncall:1.7e+03 eff:30.1% logz-ratio=5.95+/-0.05 dlogz:3.581>0.1]
509it [03:20,  4.79it/s, bound:0 nc:  1 ncall:1.7e+03 eff:30.2% logz-ratio=5.96+/-0.05 dlogz:3.572>0.1]
